"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"508","8116","interpol","death.cab.for.cutie","digitalism","justice","belle.and.sebastian","the.postal.service","arctic.monkeys","joy.division","the.smiths","nada.surf"
"509","8117","bob.marley","jay.z","manu.chao","gentleman","justin.timberlake","a.perfect.circle","abba","ac.dc","adam.green","aerosmith"
"510","8132","amy.winehouse","dido","abba","moby","mika","bruce.springsteen","atb","robbie.williams","christina.aguilera","nelly.furtado"
"511","8133","tool","jimi.hendrix","the.smashing.pumpkins","the.beatles","bjork","him","oomph.","led.zeppelin","deftones","serj.tankian"
"512","8136","amon.amarth","children.of.bodom","korpiklaani","kreator","blind.guardian","hammerfall","dark.tranquillity","lacuna.coil","black.sabbath","oomph."
"513","8143","the.hives","the.white.stripes","keane","beatsteaks","queens.of.the.stone.age","the.kooks","kings.of.leon","the.subways","red.hot.chili.peppers","snow.patrol"
"514","8146","moby","norah.jones","oasis","jack.johnson","the.doors","atb","johnny.cash","ac.dc","manu.chao","depeche.mode"
"515","8152","queen","portishead","sonata.arctica","thievery.corporation","lacuna.coil","air","dire.straits","faithless","morcheeba","moby"
"516","8171","metallica","kreator","black.sabbath","limp.bizkit","in.extremo","stone.sour","serj.tankian","blind.guardian","marilyn.manson","billy.talent"
"517","8176","christina.aguilera","the.pussycat.dolls","britney.spears","alicia.keys","nelly.furtado","pink","cascada","maria.mena","black.eyed.peas","johnny.cash"
"518","8194","daft.punk","the.chemical.brothers","goldfrapp","justice","portishead","morcheeba","crystal.castles","air","boards.of.canada","jamiroquai"
"519","8265","simple.plan","britney.spears","die.toten.hosen","farin.urlaub","foo.fighters","arctic.monkeys","kelly.clarkson","beyonce","bloodhound.gang","nirvana"
"520","8268","marilyn.manson","oomph.","system.of.a.down","metallica","nightwish","rob.zombie","die.toten.hosen","evanescence","in.extremo","serj.tankian"
"521","8270","foo.fighters","the.offspring","farin.urlaub","rage.against.the.machine","incubus","green.day","the.white.stripes","tenacious.d","guns.n.roses","the.killers"
"522","8284","foo.fighters","nirvana","nickelback","the.clash","tori.amos","die.toten.hosen","the.hives","queens.of.the.stone.age","the.killers","jack.johnson"
"523","8299","incubus","placebo","foo.fighters","the.hives","the.wombats","the.killers","clueso","seeed","genesis","oasis"
"524","8317","red.hot.chili.peppers","green.day","clueso","jason.mraz","amy.winehouse","gentleman","james.morrison","cascada","keane","simple.plan"
"525","8333","david.guetta","scooter","kanye.west","katy.perry","eminem","leona.lewis","groove.coverage","black.eyed.peas","the.pussycat.dolls","beyonce"
"526","8345","farin.urlaub","red.hot.chili.peppers","limp.bizkit","serj.tankian","nickelback","nine.inch.nails","ac.dc","hans.zimmer","him","the.pussycat.dolls"
"527","8372","staind","die.toten.hosen","lostprophets","nickelback","the.offspring","godsmack","peter.fox","audioslave","the.fray","placebo"
"528","8386","bring.me.the.horizon","all.that.remains","caliban","atreyu","hatebreed","underoath","machine.head","funeral.for.a.friend","chimaira","trivium"
"529","8397","audioslave","lostprophets","three.days.grace","tenacious.d","rob.zombie","bullet.for.my.valentine","bloodhound.gang","linkin.park","rammstein","a.perfect.circle"
"530","8413","serj.tankian","nightwish","schandmaul","marilyn.manson","oomph.","placebo","him","children.of.bodom","lacuna.coil","the.offspring"
"531","8425","alanis.morissette","boards.of.canada","dido","howard.shore","amy.winehouse","morcheeba","massive.attack","genesis","frank.sinatra","bruce.springsteen"
"532","8428","motorhead","volbeat","arch.enemy","dimmu.borgir","black.sabbath","dream.theater","apocalyptica","judas.priest","rammstein","manowar"
"533","8437","stone.sour","staind","guano.apes","billy.talent","lostprophets","serj.tankian","breaking.benjamin","audioslave","sum.41","slipknot"
"534","8441","dredg","tool","portishead","dream.theater","the.smashing.pumpkins","opeth","the.prodigy","pink.floyd","deftones","daft.punk"
"535","8463","the.doors","faithless","johnny.cash","bob.dylan","tom.waits","goldfrapp","pink.floyd","the.rolling.stones","david.bowie","morcheeba"
"536","8474","amon.amarth","finntroll","korpiklaani","lacuna.coil","children.of.bodom","soilwork","schandmaul","hammerfall","blind.guardian","volbeat"
"537","8475","parkway.drive","slipknot","sonic.syndicate","caliban","all.that.remains","chimaira","in.flames","motorhead","enter.shikari","papa.roach"
"538","8485","farin.urlaub","good.charlotte","the.hives","peter.fox","my.chemical.romance","sum.41","foo.fighters","clueso","paramore","the.fratellis"
"539","8495","frank.sinatra","katie.melua","feist","u2","keane","alanis.morissette","jason.mraz","alicia.keys","james.morrison","robbie.williams"
"540","8508","amon.amarth","equilibrium","arch.enemy","korpiklaani","opeth","ensiferum","subway.to.sally","in.extremo","sonata.arctica","eluveitie"
"541","8517","die.toten.hosen","papa.roach","guano.apes","farin.urlaub","slipknot","pearl.jam","enter.shikari","hoobastank","sum.41","nine.inch.nails"
"542","8522","lacuna.coil","him","in.extremo","avril.lavigne","serj.tankian","rammstein","oomph.","dido","massive.attack","sonata.arctica"
"543","8529","razorlight","the.strokes","the.fratellis","franz.ferdinand","queens.of.the.stone.age","death.cab.for.cutie","placebo","oasis","beatsteaks","snow.patrol"
"544","8535","judas.priest","motorhead","slayer","metallica","ac.dc","the.clash","volbeat","arch.enemy","mando.diao","blind.guardian"
"545","8550","crystal.castles","cocorosie","digitalism","robbie.williams","the.streets","dido","joy.division","the.ting.tings","beck","eels"
"546","8563","iron.maiden","black.sabbath","judas.priest","hammerfall","slayer","the.clash","blind.guardian","deep.purple","sonata.arctica","apocalyptica"
"547","8591","groove.coverage","bob.marley","david.guetta","lady.gaga","jack.johnson","james.blunt","amy.macdonald","timbaland","eminem","duffy"
"548","8604","digitalism","beirut","cat.power","the.cure","justice","aphex.twin","the.smashing.pumpkins","belle.and.sebastian","adam.green","hot.chip"
"549","8606","james.morrison","mika","scooter","pink","leona.lewis","tegan.and.sara","keane","cascada","katie.melua","madonna"
"550","8629","bloc.party","keane","james.morrison","kate.nash","razorlight","death.cab.for.cutie","tegan.and.sara","norah.jones","mando.diao","kaiser.chiefs"
"551","8634","alanis.morissette","u2","katie.melua","mika","lenny.kravitz","travis","james.blunt","duffy","moby","amy.macdonald"
"552","8639","foo.fighters","the.offspring","snow.patrol","green.day","nirvana","rammstein","kaiser.chiefs","beastie.boys","jack.johnson","r.e.m."
"553","8644","bright.eyes","beck","cat.power","stars","elliott.smith","mogwai","joy.division","mgmt","nada.surf","crystal.castles"
"554","8648","bob.dylan","eric.clapton","jimi.hendrix","bob.marley...the.wailers","in.extremo","genesis","the.doors","depeche.mode","pink.floyd","metallica"
"555","8657","kaiser.chiefs","nickelback","the.white.stripes","good.charlotte","die.toten.hosen","incubus","paramore","rise.against","razorlight","limp.bizkit"
"556","8660","system.of.a.down","die.toten.hosen","placebo","nickelback","nirvana","atb","groove.coverage","cascada","marilyn.manson","oomph."
"557","8726","eluveitie","anti.flag","die.apokalyptischen.reiter","blind.guardian","lacuna.coil","dimmu.borgir","amon.amarth","hammerfall","misfits","howard.shore"
"558","8757","stone.sour","breaking.benjamin","godsmack","papa.roach","the.offspring","evanescence","limp.bizkit","oomph.","killswitch.engage","sonata.arctica"
"559","8760","robbie.williams","dido","abba","mika","nelly.furtado","christina.aguilera","u2","faithless","bruce.springsteen","duffy"
"560","8792","moby","boards.of.canada","nouvelle.vague","bjork","the.prodigy","daft.punk","incubus","faithless","depeche.mode","feist"
"561","8796","kings.of.leon","the.postal.service","snow.patrol","nada.surf","interpol","crystal.castles","travis","keane","muse","hot.chip"
"562","8802","the.postal.service","editors","arctic.monkeys","queens.of.the.stone.age","mgmt","death.cab.for.cutie","bright.eyes","adam.green","muse","the.kooks"
"563","8832","radiohead","aphex.twin","bjork","sufjan.stevens","nine.inch.nails","green.day","arcade.fire","the.offspring","thievery.corporation","the.notwist"
"564","8836","good.charlotte","simple.plan","blink.182","panic.at.the.disco","avril.lavigne","mika","nelly.furtado","pink","leona.lewis","the.pussycat.dolls"
"565","8843","the.pussycat.dolls","kanye.west","cascada","leona.lewis","david.guetta","christina.aguilera","beyonce","pink","lenny.kravitz","kelly.clarkson"
"566","8866","tom.waits","r.e.m.","modest.mouse","elliott.smith","oasis","red.hot.chili.peppers","razorlight","jose.gonzalez","damien.rice","arcade.fire"
"567","8867","as.i.lay.dying","hatebreed","all.that.remains","caliban","eminem","a.perfect.circle","dredg","the.chemical.brothers","bob.marley","dream.theater"
"568","8908","oomph.","moby","him","serj.tankian","rob.zombie","the.chemical.brothers","robbie.williams","the.prodigy","depeche.mode","nine.inch.nails"
"569","8926","kreator","dimmu.borgir","amon.amarth","finntroll","arch.enemy","korpiklaani","hammerfall","opeth","die.apokalyptischen.reiter","eluveitie"
"570","8965","jack.johnson","katie.melua","amy.macdonald","mika","deichkind","oasis","the.fray","lenny.kravitz","maria.mena","peter.fox"
"571","8969","the.decemberists","keane","razorlight","elliott.smith","the.national","nada.surf","the.notwist","bright.eyes","the.killers","interpol"
"572","8986","damien.rice","aphex.twin","mogwai","the.postal.service","boards.of.canada","beirut","elliott.smith","bright.eyes","the.cure","massive.attack"
"573","9003","lily.allen","the.wombats","james.blunt","justin.timberlake","mika","jay.z","maria.mena","kaiser.chiefs","david.guetta","razorlight"
"574","9007","britney.spears","duffy","pink","lady.gaga","kelly.clarkson","leona.lewis","justin.timberlake","norah.jones","scooter","mika"
"575","9062","aphex.twin","justice","the.chemical.brothers","digitalism","gorillaz","deichkind","the.prodigy","nouvelle.vague","beastie.boys","boards.of.canada"
"576","9086","johnny.cash","the.clash","daft.punk","the.chemical.brothers","depeche.mode","the.doors","david.bowie","abba","ac.dc","the.smiths"
"577","9087","dredg","linkin.park","foo.fighters","breaking.benjamin","the.used","hoobastank","tori.amos","enter.shikari","lostprophets","opeth"
"578","9120","crystal.castles","the.cure","maria.mena","the.ting.tings","regina.spektor","amy.winehouse","kings.of.leon","arcade.fire","interpol","tegan.and.sara"
"579","9124","elvis.presley","genesis","robbie.williams","depeche.mode","eric.clapton","the.doors","hans.zimmer","johnny.cash","bob.dylan","tom.waits"
"580","9130","dire.straits","depeche.mode","alanis.morissette","queen","dream.theater","led.zeppelin","opeth","deep.purple","the.beatles","u2"
"581","9139","bjork","goldfrapp","morcheeba","air","massive.attack","aphex.twin","kings.of.convenience","radiohead","frank.sinatra","gorillaz"
"582","9150","hans.zimmer","dire.straits","deep.purple","motorhead","volbeat","queen","metallica","ac.dc","judas.priest","frank.sinatra"
"583","9158","dimmu.borgir","volbeat","dark.tranquillity","children.of.bodom","motorhead","judas.priest","metallica","hammerfall","machine.head","iron.maiden"
"584","9164","the.decemberists","nada.surf","regina.spektor","the.postal.service","belle.and.sebastian","cat.power","editors","the.strokes","kings.of.convenience","the.killers"
"585","9175","red.hot.chili.peppers","evanescence","avril.lavigne","led.zeppelin","bob.marley...the.wailers","lenny.kravitz","limp.bizkit","hoobastank","three.days.grace","the.prodigy"
"586","9177","the.kooks","linkin.park","the.offspring","beatsteaks","mando.diao","farin.urlaub","caliban","sum.41","muse","razorlight"
"587","9199","rihanna","kanye.west","pink","kelly.clarkson","justin.timberlake","britney.spears","seeed","beyonce","katy.perry","black.eyed.peas"
"588","9200","amy.macdonald","robbie.williams","alicia.keys","jack.johnson","christina.aguilera","james.blunt","the.pussycat.dolls","travis","maria.mena","katie.melua"
"589","9227","nirvana","serj.tankian","green.day","beatsteaks","peter.fox","him","limp.bizkit","queens.of.the.stone.age","nine.inch.nails","blink.182"
"590","9239","timbaland","eminem","black.eyed.peas","jay.z","nelly.furtado","hoobastank","cascada","lenny.kravitz","papa.roach","the.prodigy"
"591","9269","misfits","anti.flag","ramones","millencolin","bob.marley...the.wailers","rise.against","the.rolling.stones","tom.waits","judas.priest","black.sabbath"
"592","9287","serj.tankian","nickelback","limp.bizkit","slipknot","rage.against.the.machine","schandmaul","marilyn.manson","guano.apes","good.charlotte","flogging.molly"
"593","9310","keane","jack.johnson","travis","the.wombats","jason.mraz","arctic.monkeys","kaiser.chiefs","death.cab.for.cutie","maria.mena","oasis"
"594","9311","mika","maria.mena","pink","beyonce","britney.spears","katy.perry","black.eyed.peas","jack.johnson","leona.lewis","amy.macdonald"
"595","9319","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"596","9320","jay.z","david.guetta","funeral.for.a.friend","justin.timberlake","underoath","groove.coverage","incubus","lenny.kravitz","my.chemical.romance","bullet.for.my.valentine"
"597","9343","flogging.molly","limp.bizkit","apocalyptica","misfits","three.days.grace","breaking.benjamin","nofx","rammstein","nightwish","the.clash"
"598","9402","incubus","snow.patrol","the.white.stripes","james.morrison","kate.nash","clueso","keane","hans.zimmer","the.killers","panic.at.the.disco"
"599","9416","motorhead","deep.purple","metallica","iron.maiden","judas.priest","kreator","arch.enemy","hammerfall","volbeat","ac.dc"
"600","9423","jason.mraz","maria.mena","snow.patrol","u2","the.fray","radiohead","kaiser.chiefs","foo.fighters","james.morrison","tegan.and.sara"
"601","9433","hatebreed","all.that.remains","parkway.drive","as.i.lay.dying","machine.head","trivium","chimaira","bring.me.the.horizon","atreyu","jason.mraz"
"602","9436","abba","james.morrison","bruce.springsteen","aerosmith","r.e.m.","genesis","clueso","nelly.furtado","lenny.kravitz","pink"
"603","9443","breaking.benjamin","staind","billy.talent","slipknot","guano.apes","enter.shikari","killswitch.engage","godsmack","afi","tenacious.d"
"604","9444","atb","lady.gaga","anti.flag","afi","millencolin","leona.lewis","bad.religion","the.pussycat.dolls","hoobastank","serj.tankian"
"605","9453","good.charlotte","millencolin","peter.fox","linkin.park","limp.bizkit","ac.dc","slipknot","nirvana","tenacious.d","stone.sour"
"606","9509","eluveitie","children.of.bodom","apocalyptica","arch.enemy","oomph.","judas.priest","dark.tranquillity","nightwish","kreator","iron.maiden"
"607","9544","in.extremo","farin.urlaub","korpiklaani","dire.straits","nirvana","bloodhound.gang","rammstein","green.day","hammerfall","ac.dc"
